Constant,DDF Fort Verm.,GP/BL Precip.
-11.337567626610442,-3.0656002938681657,5.604471498122932
-3.3842733815174433,-1.5012346203999187,0.9789291643360201
-3.9155528340217485,-1.3045381449761662,1.8735469517307204
-3.0311348324627114,-1.3684458527709047,1.8139795388163524
-4.622045020772777,-1.9791452994406937,1.4444772259323049
-3.641175841328649,-0.971395261700692,2.084632504856787
-4.086960133455694,-1.9300336421916875,1.253861431366288
-2.55913378096464,-1.0426969105589263,1.3415591260087716
-3.0882323036998054,-1.0197005709839047,1.724701327560534
-5.341357245592153,-2.247891772708886,2.590023093800063
-12.889404345908778,-4.699048407103518,7.4443629428064915
-3.731450949246217,-1.1521030085586572,2.462197849713769
-7.219822509614429,-2.756574184848247,3.1551342780374854
-2.9728125375127488,-0.79815818078082,0.9837926959216996
-5.277315166086018,-2.5704272306943636,2.010499973917512
-4.167259529758017,-2.257116410965927,1.2676218584045327
-4.7621890225651,-1.7018072140485776,3.279731180034801
-3.458023188186143,-1.7794424221594252,2.2023241564872698
-8.831100887983618,-3.8302526053762174,3.8748256829533934
-3.9938522667327128,-1.1395156479989175,1.6579222440725587
-14.851593371613912,-5.167755563865553,6.473143223781034
-2.7708997119092045,-0.7140736294844302,0.8306308543504405
-4.777021906844905,-1.090436082011549,2.5326824300977666
-3.228787338014755,-0.7394231443255567,1.2885855384155258
-2.2020719978150507,-0.799934718395396,1.1089203900737183
-3.6647194148135562,-2.0428297785552822,1.7309347104225652
-2.7280568837835624,-0.40017717481836457,1.440455658408336
-3.6913723912359346,-0.8656326985003688,1.6097039541522962
-3.9629484766839442,-0.518530779001774,2.2815327231892923
-8.514260779041814,-1.8896600805667652,4.177333624593813
-6.1220170305592845,-1.8193527275329697,3.040947573281806
-3.184437538060043,-0.1343617391036068,1.6517487179183445
-4.0630192232861555,-0.9907838576009738,2.2344904040801037
-6.899385485875644,-1.6238975572088987,3.7573719726277033
-7.219822509614429,-2.756574184848247,3.1551342780374854
-2.9319057068173,-1.166775703895813,1.0429925762706516
-4.119028400636021,-0.05035800378347679,3.00311066817908
-3.490698824654816,-1.284418215907467,1.070046697796185
-2.73060350824484,-0.8343563796774944,0.9050308840397562
-5.078003949315846,-1.6759091794954313,2.7910493290121963
-2.7131200029807765,0.30952963104989756,1.8882839932899322
-2.041268105438784,-0.8887892786608739,1.0192779355634278
-3.272089660600716,-1.3213203134670837,1.26103638503417
-4.51267438240021,-1.2643720693445575,1.7667448579667957
-15.067623990551962,-5.104416424480602,7.74011763005208
-4.27147818141416,-1.3763134360925142,2.3343539079146396
-4.110310853651438,-2.1832989264591625,0.9988298614735988
-3.326872302586254,-1.1394069990233509,2.3025133170230894
-10.416793772004679,-4.462374336344013,4.177398815581408
-4.552124167021977,-1.8133877238996445,0.9844756768594297
-4.615122464290431,-1.8277790446844238,1.3256006332931287
-10.394970420926228,-5.659963783316448,4.210367439538161
-5.487577273933968,-2.738589405776006,2.045994689235889
-8.30491985382818,-3.4222945841815937,3.4357345985949546
-2.688376329765119,-0.7680601413421907,1.122017154142429
-7.911885416958799,-2.7668110503531533,3.072909417379029
-3.57564734377994,-1.9587358552553744,1.7047438898867606
-3.345747393563619,-1.039000018380983,1.3669312915218754
-3.450613432306877,-2.085101710479234,1.729052272267622
-4.891734976566715,-1.973278242604609,1.941391370958422
-4.113443911437889,-1.1942563638326242,2.126746924055195
-4.528193106027916,-1.0193819531070478,2.600690866946707
-7.701917325751704,-2.80807818259561,3.787793420394435
-6.318172094269699,-1.8632992216218887,3.9658295320264227
-6.495339218534106,-2.3982070488620293,2.883369380613514
-2.909969067011061,-1.834638862356784,0.8092094958228299
-3.229774886163017,-0.2516442523592657,1.6221514155761931
-2.833144245553902,-0.737993108986178,1.1005953150286052
-3.9546043797985395,-1.6626052783310254,1.3903672006437835
-2.8070688182890984,-0.6288623890000281,1.3559316411677116
-2.5223575450378997,-0.6641635547328731,1.215214431202766
-4.7610741968492585,-0.7309661782188346,2.5501178457498384
-5.600396297795347,-1.7191130082266433,2.7160423701623433
-2.878185582615251,-0.7885946724264512,1.49827241359429
-4.694467842161488,-1.6711127624845104,2.03150676518804
-3.3977729091882205,-0.3776480917407491,2.5472183058276348
-3.9546043797985395,-1.6626052783310254,1.3903672006437835
-4.063706062577722,-1.0681458593370072,2.178088263404738
-2.630609305421177,-0.5414072509376353,1.4274904521851806
-3.3066022865057274,-1.739160105356255,1.5978495247556037
-3.4875617670994443,-1.7570607640883595,1.7683472806647165
-3.6250702109867463,-0.990325112400351,1.856954137128549
-3.2570320305964158,-0.08131757389059459,1.7484556022321895
-3.976766889955893,-0.9658188767690806,1.562992929375168
-2.70958570373952,-1.4530128332792458,1.85651799806631
-4.064113113097736,-1.736775757608108,1.8796023363597805
-3.6076956095949937,-1.148903751204474,1.920080263754909
-4.445597859922138,-1.0011463025848453,2.3344805167982963
-4.9272070878309915,-1.2802694026216719,2.080022671117308
-4.461984487067334,-2.083404449470229,2.20544736452419
-2.760595396993042,-0.8122584825270945,1.1645028467778789
-6.775933643460601,-2.241604124898453,3.4847999532143965
-4.138922762561256,-1.468847852189606,1.9399423170445398
-3.897105991609962,-1.4747151383987533,1.5078018612427797
-5.6776727081463045,-4.359387909532196,2.000343228438433
-7.308145167554775,-2.1945096518804186,4.221090593311785
-8.69741274602373,-2.33643976633444,4.56950513246098
-4.618976768040024,-2.2431182790992112,1.4430707858844485
-3.739941973449965,-1.136816918105124,1.8479898419321747
-4.523563083375017,-1.2755735843655278,2.1984576280336734
-3.297928557871318,-1.8325765642098266,1.0310908759793083
-3.673178430525513,-0.9765725785705431,2.1095926956048485
-13.054892132897107,-3.831277417152968,7.622860423236686
-4.269008265934233,-1.352610437896767,2.3499346102104997
-9.357257273115476,-2.232495523036156,4.805407485053351
-3.272788364892033,-1.084612872494783,1.2584896568838937
-4.855910448558369,-1.8138757821600011,2.277035385560662
-5.789025798960438,-2.1518842352383447,3.026963466834796
-15.140956036499084,-4.7074244098788975,7.503972237987581
-3.0049874605502733,-2.0999556395753753,0.9236159218908878
-5.144657246715409,-1.27887489788734,2.684116335208983
-4.697253560791654,-0.39509088596411457,3.520066065706029
-5.638770030792959,-2.287344794724616,2.549752941404211
-3.2202225744791657,-1.5551709297683762,0.7328097796878577
-4.125025046976913,-0.5591588102823677,2.8479686973853213
-4.35873391676278,-1.560111266513088,2.4944358617128777
-6.457473430929007,-2.2165514163073223,4.506607032461791
-7.71637754932083,-1.9667730451155385,4.745314873709402
-4.070800400644917,-1.534500305700753,2.257675271332537
-4.5590632059971234,-1.1724767228900883,2.5129251904873615
-3.4973641577149577,-0.9150680894235357,1.799301463128127
-9.19146188690465,-2.8784358329806783,4.872850039684672
-3.5813799935671966,-1.5966650933156357,1.7597792533235166
-4.330250839478898,-1.3670422482185616,1.7571198192550617
-4.694467842161488,-1.6711127624845104,2.03150676518804
-7.636952305140554,-1.7560603904270515,4.204882136614811
-3.475056370782313,-0.8036057329759467,1.666677523835573
-3.8172719711976875,-0.8071461707650123,2.1596962533855613
-3.8365944206713296,-1.2278562880219632,1.448418215927197
-3.87233374934392,-1.045727019386433,2.23509690412196
-3.173016789156009,-0.2830479265808732,2.3965789958510615
-3.918956612951873,-1.611019786688327,1.4051165281379008
-3.56231748874287,-1.847869771393071,1.0560290618824015
-3.8082993627974693,-1.2226133440343814,2.0448456282301395
-3.9661649446535727,-1.8827291891320603,1.4339452768154257
-8.9070592061039,-2.6397547922113156,4.513074658757371
-5.133224858673619,-2.4588511473454377,1.9822544940615818
-2.312503870455919,-0.8141876681352112,1.0394974482836008
-5.339642354168324,-1.3892289989522049,2.534742878724401
-4.413225636303464,-0.6673682180453554,2.3274977046387835
-3.9283079417237596,-1.13361323476821,1.813169380712792
-3.2872337841377615,-1.5870405896367459,1.6950534559629105
-5.671975993064642,-2.1541752819664888,2.6804142975759753
-3.129636520747856,-0.9016904073312835,1.46799096061489
-3.716980453653529,-1.9834812706485325,1.3390730749348194
-3.9722621238244096,-1.6622146002957972,0.8914155608619811
-2.548081536917715,-0.7283435714283716,1.1935984718148929
-3.9473770452565455,-1.1202918051329611,1.8395069486068136
-3.350769856265351,-0.6942889113219546,1.4353698701328452
-3.8826332106811914,-1.880123822926052,2.06138583737401
-5.60617230674268,-2.0533203469752777,3.2053695804681634
-3.2440058077124347,-1.5583536211930018,1.4556401124399685
-3.833889276377215,-0.5807335201841173,2.3408652271839356
-4.290198699553756,-2.13334056559258,1.7657915147944554
-2.8281803111793726,-0.7330018997522908,2.1007261309254703
-7.979959507181333,-2.3306047584785943,4.663123495052214
-5.012485581692652,-1.9696277843413525,2.0462486467218435
-4.1819037801232914,-1.4382716578781685,1.331948444515969
-14.642516273454607,-5.564819181672996,5.413156432136631
-3.8798313533314173,-1.5430378826374385,2.078710769295998
-6.736418123189039,-2.2185253285089326,3.4709024890991786
-3.56137540503753,-0.8991212222301348,2.0669297624295395
-3.63194055064561,-1.1632787546845493,2.1366066461848825
-3.578057981465375,-1.3030803075906352,2.429349065275879
-3.346453094907571,-1.3585406567601463,1.5113919994478722
-14.851593371613912,-5.167755563865553,6.473143223781034
-2.9020623539487427,-0.8884781712339268,2.0529547482801465
-3.3003250663662893,-1.5944023273850059,0.7821289734761533
-3.4638273454533834,-1.1556677549906493,2.4319478187741193
-3.605441290866793,-1.8991294407453572,1.301845186060159
-4.237520254288757,-1.0382157777466627,2.794829763747342
-2.996656457638827,-1.1461522706035787,1.5337549698272308
-3.4220826106503273,-0.9677102158325026,1.495078504353171
-3.4424586553333465,-1.1457883980680492,2.1845837929520138
-3.7954009937845226,-1.0141547131335202,2.639633872957246
-3.380963977277418,-1.533815801489278,1.8293664699987735
-4.2377321231011535,-1.438497492653116,2.2589034999362307
-3.3596702323305,-0.1469828362121586,1.5823418912998286
-5.315687834672105,-2.1353300626673883,2.9025815124609577
-7.219822509614429,-2.756574184848247,3.1551342780374854
-3.3119500743922794,-1.542839581141476,0.8541020549678222
-2.569057074082326,-1.1389363380248778,1.479169150169143
-3.24442718215054,-1.5623141495175454,1.0029801164787366
-4.157812689207666,-1.2743562626452487,2.104465365904072
-7.320469247570105,-1.5446744725411785,3.8521796468208542
-10.431651331736541,-4.1625818917572355,4.036623725985415
-3.2234352990734334,-1.3838795000627457,2.004077735595194
-8.535367655820814,-5.278521059034187,0.9124110992885696
-3.1279106208797693,-0.46356398816074457,2.2014490985887276
-2.3039362186052212,-1.0294030265725829,1.4564316300394025
-3.4296225289392503,-0.4844274557355455,1.650384131831417
-4.056504931287623,-1.5030176670458442,2.2681982159511054
-3.5511825477816568,-1.0625159613771242,1.7364984482336558
-4.562972302800343,-0.9765399070281126,2.893382056340806
-3.93504819634318,-1.1433794380530082,1.8114553611102036
-2.751271172115616,-0.09136927236914164,2.3314468360540492
-3.793368246012566,-1.969729159282158,0.6033733596732763
-7.744301270069493,-3.602124155892308,3.925454198018918
-7.365309824127045,-2.6393110487969174,3.9445673989540095
-5.292145369428471,-2.2150693910502595,2.5733640456583733
-3.535470728104739,-0.5187934417126585,1.7188531026801186
-8.514260779041814,-1.8896600805667652,4.177333624593813
-3.5397739929625165,-1.7143349519098068,2.083493904765139
-10.237761967110094,-3.587897311168348,4.79234625250209
-3.6047985829733293,-0.37793121158788284,2.288598878871134
-4.714388696176716,-2.35525272116572,1.7005044060851684
-5.51750742927568,-1.2203545884970932,3.250477977645579
-3.384767866096336,-1.5122285797456223,1.201725154903101
-2.3714249216211205,-0.6540736179240688,1.0470184595084795
-8.535367655820814,-5.278521059034187,0.9124110992885696
-3.6127191588464242,-1.9853259456404289,1.72203871078646
-3.4745915438103565,-1.7688989299804099,1.5178872215881705
-2.5582163299144454,-0.8550006736615674,1.2962954201638324
-3.8726139301264033,-0.8799855890676634,2.1538552551362447
-5.142646752747794,-1.5602162479723576,3.180997378828211
-2.551823341993754,-1.1674790837236753,0.5733588311717339
-4.2666051349543155,-1.5975930505205291,1.7300086896637559
-4.300396724754885,-1.9013949775322823,2.4316333000943033
-4.6255295063800075,-2.1986593733739004,1.7609542283357922
-4.036440211774649,-1.6368843422157602,1.490164903786668
-3.5344566962317567,-0.7619944507979183,1.3364517831200098
-5.093418209570317,-1.9366850286646278,2.3778187108743922
-4.115558451801679,-1.2442175871207277,1.6770889210110251
-2.2400388296305755,-0.872393281428453,1.502505297766887
-5.404640134180131,-1.1022206880347176,3.008261964622369
-4.7630499031742195,-1.5952804332022819,2.367016144673958
-4.922283139009063,-2.2345545683757764,3.031928312228597
-9.421796493022908,-3.364346871011019,4.705615487787575
-2.9794542409032956,-1.9012350579150337,0.827510439076571
-8.640251938301601,-3.4859893521454097,5.117448089095692
-5.996680579822366,-2.873056014147349,1.7106766517789076
-3.8796754110930114,-1.694794832216116,1.7447094368079268
-3.6931941948569023,-1.0619455323079805,2.063077665534075
-4.292306256487151,-1.4726698169234957,2.0681006660937364
-3.2040890343386974,-1.0117822439252955,1.0367665584130268
-5.238552868808782,-1.4655016999774348,2.8456844592882002
-11.414642953036163,-3.261146650074366,5.8706423174108595
-4.024127524264699,-1.7037116563953398,1.8695009572742625
-4.141671727311415,-0.6890376177239492,2.1018080934906798
-2.724610686638917,-0.9496032517361671,1.2094198828918687
-3.763535146476742,-0.1703493182612118,2.5873453397825155
-3.9644419494613206,-1.8089436379253467,1.9580727190252334
-4.697444498625548,-1.6285795409269055,2.0683483771093107
-2.8594809914912593,-0.7867772258220419,1.0887322469307086
-4.1943010981901585,-1.246708997185079,1.9508500039750705
-4.351634667121418,-1.3457975759220455,1.7923225321407996
-9.754333627389915,-2.665005710769336,4.79320250307998
-11.219424302613179,-3.6861616582815846,5.069721721140351
-4.277303813085966,-1.4271795382430954,1.87967816392725
-8.104653881681273,-3.266242171417987,3.4148228494540533
-4.418880600220456,-1.3679015761833302,2.0438455101292425
-5.71418800530489,-2.5571541744306026,2.670125014815962
-4.651984887296498,-1.8655741323549895,2.065151497274456
-5.850624540318801,-2.0527322304798092,3.1483324075974055
-3.012935537583163,-0.6681237498260756,1.3379353478585292
-3.2176765435293855,-0.8426388400567086,2.2024070760616317
-5.8846876932688446,-2.012212690536656,3.205216726704345
-7.813220371782154,-1.7627858263489466,5.01790399525216
-5.221332663198641,-2.582412317298145,1.6531912981601056
-3.227953905892768,-1.6596820861805803,1.5779199710119705
-3.827369030289706,-1.6734557413703253,1.9330632299546648
-3.106985126465408,-1.1619284137990624,1.4345049185985908
-5.962917694995563,-2.4095155608632703,2.9824824060845208
-2.768751486945607,-1.4718631631805341,1.0039681284139967
-4.132243467973135,-0.9800533595531631,1.8931507662002778
-9.19146188690465,-2.8784358329806783,4.872850039684672
-3.368086865692031,-1.1267863950558494,1.7154289912274048
-3.452943999810182,-1.3577443378608685,1.6147198420605797
-3.262247291479014,-0.9711022516945691,1.5406914876457287
-3.5589279047470668,-1.3579047274401301,1.5086788098219162
-3.876677699501649,-1.6889735503291117,1.9670148856330514
-3.8049515730393746,-1.2960999644194897,1.3600494381500037
-11.219424302613179,-3.6861616582815846,5.069721721140351
-11.414642953036163,-3.261146650074366,5.8706423174108595
-4.343473536277254,-2.262937357222398,2.4863132594852093
-2.8460995411456396,-0.04196681690714173,2.2447994854007116
-4.481819302989442,-1.2685976883016479,2.169971461100361
-6.172940457289734,-1.6740493166712087,3.1834635176735557
-3.780143340195984,-0.84883280727882,1.6975540675681249
-4.519022231546441,-2.2544089591926113,2.388315830229568
-4.732911789282931,-2.320692221599594,3.439539338997475
-10.237761967110094,-3.587897311168348,4.79234625250209
-4.483250408362601,-0.9422294961377456,2.6210796936473035
-7.71637754932083,-1.9667730451155385,4.745314873709402
-6.495339218534106,-2.3982070488620293,2.883369380613514
-3.774454756556678,-1.2448783468307096,1.7955974409125894
-2.7778524508666456,-0.9861033715101879,1.4319298724684866
-4.199435452461201,-1.8536624787195468,1.6780384442972849
-5.57587744339648,-3.451926626300235,1.8393551629677471
-5.143499814468145,-1.5766378866805026,2.243747303636938
-2.417402729715038,-0.38554725512405363,1.4998269109435198
-6.0246301016159505,-2.8056947335202786,3.0372169293113926
-5.850624540318801,-2.0527322304798092,3.1483324075974055
-4.242157879527391,-1.8388973636609975,1.7293562191884027
-3.4308129196003425,-2.4511125996018412,2.009732545664509
-3.182274773211455,-0.7000012979232985,1.8639840921703008
-5.692222526518137,-2.122820626992266,2.217553198542871
-3.9848076846408973,-1.1103917081397574,1.6731990038426854
-15.140956036499084,-4.7074244098788975,7.503972237987581
-6.06246832815133,-2.1789634371152258,2.973150352439909
-4.580221642945811,-1.2999112702261804,2.4364990478486157
-6.184481419565445,-2.795793262053922,3.794849167158696
-3.586757655901026,-1.1775119883764253,1.47739734611424
-2.2361756152263674,-0.713343871549725,1.222763121341126
-3.8548379599579965,-1.603523757588165,1.5772493932105693
-6.09108863617498,-2.4154438982280957,2.5472081847235737
-3.6912445523990978,-0.9021279120352074,1.5823439377871185
-3.0018645364002357,-0.845478182007335,1.1885606694777793
-3.67264645825683,-1.6332842872343494,1.600517097311067
-4.989705663314763,-1.3566161866420747,3.2120682707269936
-3.8656891116242713,-1.6996227866417484,1.01646678649543
-2.7616923583015716,-1.2441377352449101,0.9918688480107026
-4.995705469110634,-1.4528965900179884,2.888938884631029
-3.5363806242908997,-0.8953773083519739,2.255372898950502
-4.999610160439598,-1.5780768103697271,2.5719559321229646
-5.186253738724619,-1.315632923414793,3.155300007666134
-3.832079909791548,-0.31352850556826034,2.313409371347861
-3.77276578166697,0.08739284590055867,2.0505929126580655
-3.0187531237492986,-0.3018946524922528,1.5990597620688973
-3.8577280916445997,-0.46987878117193616,2.444439073901375
-3.345486601336785,-1.836527346341728,1.325468172542303
-5.9412232934916585,-1.6726737744033464,3.5045777702826304
-5.533719266271762,-2.286374291710485,2.9806353436875126
-4.12446075934786,-1.2999120082036277,2.4823868463302676
-3.7447583320560955,-1.079011316582945,1.895874537734525
-3.4276601649529024,-1.0637800554690593,1.8193833257732663
-4.23559390271546,-2.6125619856869795,1.8747715624277965
-2.8687060468404364,-0.9046539639278959,1.591166304137261
-2.708464478230025,-0.47519067306419716,1.5590830544946057
-14.642516273454607,-5.564819181672996,5.413156432136631
-3.3755634603551856,-1.0669241831463712,1.9685206526663226
-3.4083096060887295,-2.26139893174778,1.5489321000526879
-4.391909408969584,-2.3757438523368037,1.0719297541434543
-6.512311133510653,-2.692861898525922,3.5147086818603115
-8.831100887983618,-3.8302526053762174,3.8748256829533934
-3.284682058767219,-0.5460508234434681,1.6800154325607453
-4.225520298798062,-1.5801794771815103,1.7090736060585534
-7.554342815233704,-3.056465706069364,3.480836289663467
-4.529884958858583,-0.8522523060816664,2.506458166804407
-2.600577153214426,-1.5151363174567165,0.7429079106933556
-3.191840431823996,-1.2310453636844774,1.4630567071721825
-4.357092323083816,-1.4168175873823228,2.165090758528793
-3.3158736757713094,-1.361238291948623,1.684928372983061
-3.9034543035858844,-2.808869374079127,1.6774891991941037
-3.724661936572028,-1.4795411690844416,1.7725989112516833
-7.365309824127045,-2.6393110487969174,3.9445673989540095
-3.577342189832265,-1.1496045751859487,1.6930460495970363
-2.9074150715005125,-0.8533373803504486,2.3293879826759154
-2.4501401496416615,-0.48289200986984987,1.2716355618746904
-3.6695222130364447,-1.0177116063010063,2.075186977087698
-3.8725809622863983,-1.3076888364773673,1.8334620319292942
-3.467882420132463,-1.9952936515908266,1.565056334716939
-6.255433360945833,-2.260021116235391,3.601946620228113
-8.640251938301601,-3.4859893521454097,5.117448089095692
-6.060326672978942,-2.2025913445249796,2.4408444383735213
-4.162356055001717,-2.2080387488323523,1.581109537312943
-4.760383504828149,-2.1141768458980352,1.4292313338138116
-2.9492343904958824,-0.8366264933099701,1.3409939868784493
-8.811260344634764,-3.869538699956907,4.219963691877897
-4.427869512401953,-1.7417103865718218,1.9729256395078507
-5.3042154807575805,-1.7721222667947494,3.156325724935855
-4.38017809318456,-1.8954036893164141,1.8046048260310683
-3.0626258797727663,-1.0123155259478673,1.1095880931150166
-4.933259986328609,-1.6921548637532882,2.896819930908755
-2.8324985436450376,-0.11035839868056033,1.3272673594457183
-3.377886155318042,-0.7538473693392573,2.2157436715397445
-2.8515715192410402,-0.8771570052924814,1.4023156021973309
-4.233548355844904,-1.8010929997165095,1.7537421261463821
-5.435456927305022,-1.9946201808529194,2.3719018141133477
-4.304548013872349,-1.958803858878539,1.9203954158961603
-3.865225893219033,-1.3146113359670362,2.0260620342272624
-3.0702835008451963,-1.7691667158136093,0.8257328353043502
-8.17508478054815,-2.687829893087603,3.9415551016008847
-6.315041134953189,-1.893645807063818,2.3735390561125254
-2.63305930692462,-0.9149249638605523,1.5268811798540696
-8.265132219278913,-2.782627410359782,4.558588283081243
-4.805452356979194,-1.5398001366932215,2.4430408740019813
-24.436865920584676,-6.232208601082011,12.147340891738356
-3.806393150303714,-0.9269043884272713,1.8636916015028044
-7.2006614067859696,-2.16619020172442,3.3385010975175122
-3.518209290076672,-1.4561861189555263,1.385803961187461
-3.3843027284318925,-1.3066849377664111,1.5898609159844337
-4.274062581764202,-1.4127694490947287,2.0983362043378766
-5.084962196284871,-2.256229237609361,2.3687759350030166
-4.958388124680754,-1.7949314707283646,2.147926263184566
-5.871682275236047,-1.3643244742055378,4.011278977262349
-3.6736229950776855,-1.2239738424895767,1.3033085509095181
-2.9522376227489127,-0.8998818508594478,1.48716534418606
-6.043054402918769,-2.0524427638437857,3.5758990825425747
-4.447091165841304,-1.3186884862514314,2.7571798881576233
-11.632922975925597,-5.249824702425299,4.938635842445313
-3.1086980700372386,-1.2920135098672583,1.3285058014219506
-4.859574120966191,-1.4743535124920848,2.1008651371372946
-7.209739226348873,-3.223157749309385,3.735573999788183
-3.6889587340918193,-0.3084078040716257,2.415798113819203
-3.558808869668621,-1.3980765393767376,0.7602740912910148
-2.3917402917138526,-0.8471188366931972,0.6917432575725196
-3.737975240755824,-1.3916590611144954,0.9571220849811911
-4.009017636474162,-1.5574661716853269,1.5365017210793073
-3.4125706651060517,-1.2224546019759666,1.8848964333283547
-4.5219392551151465,-2.137888819060959,1.721287028585812
-4.1029199163145496,-1.8290098120853224,1.611173480353989
-3.325050970682292,-0.8119598548247295,1.5253731624577085
-5.092380032429242,-2.343920450570574,2.0459177871983596
-4.47675569732176,-1.0050475979564621,2.568950414467071
-3.091585807011984,-0.6734297527544001,1.6036435816618186
-4.8982818551266805,-1.8381459574829402,2.0626466490927564
-7.25140895394893,-2.804784851740366,4.046874638379734
-4.185334419330391,-1.4559674815935877,2.4184457676471394
-3.920244294448128,-0.6880199662128318,1.9253928209789157
-4.681296682263444,-2.298159141080054,2.50399278009511
-8.380675251212018,-2.7536994495915277,3.747556569694219
-5.767318976638131,-1.4022488579905958,2.8424789245635758
-3.049650289722069,-1.4026150467395,1.1693046471351922
-3.268629014987824,-0.8916356034074703,2.2143175091963254
-5.271649367809141,-2.2181681429939166,2.302323982952453
-4.684966999371399,-1.7261790394273961,2.202833224754998
-3.8513055225628685,-1.7813132029792356,1.1731361192397527
-4.500208914672995,-1.6734591400445022,2.5349566015650873
-14.851593371613912,-5.167755563865553,6.473143223781034
-3.0808587981673026,-1.5146149122385175,1.3206307114144058
-3.3675585490304067,-0.17494720606145212,1.7908864523227286
-3.2723282404260123,-0.7654103160910153,2.1034710116931405
-2.4638434191770453,-0.5985948044392783,1.1996171952298655
-5.986621793245284,-2.4040372058392587,2.4725029301467605
-3.2344758521414603,-0.859467610352752,2.2058058702130965
-5.080168717258717,-1.1629205425223146,2.4995521585311087
